Date,Store,Type,Total
2024-11-11,crepes & waffles,restaurant,15400.0
2024-01-23,crepes & waffles,restaurant,115700.0
2024-09-01,crepes & waffles,restaurant,68700.0
2024-08-26,crepes & waffles,restaurant,54400.0
2024-08-02,crepes & waffles,restaurant,94500.0
2024-11-20,crepes & waffles,restaurant,28800.0
2024-10-03,vending machine,restaurant,2500.0
2024-01-25,sipote burrito,restaurant,29400.0
2024-06-22,deli,restaurant,5900.0
2025-03-06,el carnal,restaurant,26800.0
2024-08-23,el carnal,restaurant,36400.0
2024-11-26,el carnal,restaurant,20900.0
2024-07-10,el carnal,restaurant,46300.0
2024-10-30,el carnal,restaurant,48300.0
2024-06-14,el carnal,restaurant,26400.0
2025-03-07,el carnal,restaurant,16900.0
2025-03-09,el cañon del chicamocha,restaurant,115800.0
2024-11-11,el carnal,restaurant,52300.0
2024-06-16,palos de leña,restaurant,176800.0
2024-12-09,pan pa ya,restaurant,61500.0
2024-06-19,pan pa ya,restaurant,53100.0
2024-10-07,pan pa ya,restaurant,50100.0
2024-01-24,dunkin donuts,restaurant,5000.0
2024-02-11,dunkin donuts,restaurant,25000.0
2024-06-08,wok,restaurant,143300.0
2024-11-23,palos de leña,restaurant,127500.0
2024-09-12,dunkin donuts,restaurant,8500.0
2025-01-11,el chocolo de katerin,restaurant,28600.0
2024-10-04,el corral,restaurant,33900.0
2024-10-09,farmatodo,restaurant,15600.0
2024-12-08,,restaurant,13800.0
2024-12-08,,restaurant,89162.0
2024-12-08,,restaurant,58000.0
2024-01-19,paramarte,restaurant,57800.0
2024-07-03,farmatodo,restaurant,3950.0
2024-11-03,,restaurant,30100.0
2024-10-03,vending machine,restaurant,2300.0
2024-10-03,wok,restaurant,226500.0
2024-07-20,el corral,restaurant,62800.0
2024-08-17,el corral,restaurant,33900.0
2024-12-03,el corral,restaurant,62900.0
2024-11-19,el corral,restaurant,41900.0
2024-08-19,el corral,restaurant,40900.0
2024-07-17,el corral,restaurant,41900.0
2024-09-01,el corral,restaurant,39900.0
2024-12-17,nectaria,restaurant,27800.0
2024-06-14,dunkin donuts,restaurant,8000.0
2024-02-24,el corral,restaurant,58800.0
2024-07-04,dunkin donuts,restaurant,8500.0
2024-10-03,drogeria san remo,restaurant,4000.0
2024-10-10,drogeria san remo,restaurant,4300.0
2024-07-06,drogeria egs,restaurant,25100.0
2024-01-31,dorotea,restaurant,22000.0
2024-02-20,dorotea,restaurant,41900.0
2025-03-02,don romero,restaurant,116900.0
2025-02-01,don rome,restaurant,121770.0
2024-10-04,dominos,restaurant,49300.0
2024-11-29,dominos,restaurant,56300.0
2023-12-19,dominos,restaurant,68800.0
2024-10-04,dominos,restaurant,6500.0
2024-01-23,diner,restaurant,113148.0
2024-02-08,wahaka,restaurant,118300.0
2024-10-11,dunkin donuts,restaurant,40000.0
2024-01-01,dominos,restaurant,62800.0
2024-06-01,dominos,restaurant,55900.0
2024-10-02,whopperking,restaurant,59400.03999999999
2024-10-04,drogeria san remo,restaurant,7000.0
2024-07-30,dunkin donuts,restaurant,28000.0
2023-12-22,dorotea,restaurant,23000.0
2024-01-28,dominos,restaurant,70400.0
2024-07-22,dunkin donuts,restaurant,11000.0
2024-11-08,wok,restaurant,184300.0
2024-07-30,dunkin donuts,restaurant,2000.0
2024-09-01,dunkin donuts,restaurant,8500.0
2024-08-30,dunkin donuts,restaurant,58500.0
2024-01-27,wok,restaurant,176000.0
2024-08-05,dunkin donuts,restaurant,33000.0
2024-12-04,wok,restaurant,224900.0
2024-08-02,mcdonalds,restaurant,63800.0
2024-08-27,oxxo,snack,4600.0
2024-08-26,oxxo,snack,14550.0
2024-08-24,oxxo,snack,4300.0
2024-08-22,oxxo,snack,18810.0
2024-08-17,oxxo,snack,15700.0
2024-10-10,oxxo,snack,6600.0
2025-03-07,,snack,18900.0
2024-11-25,oxxo,snack,1900.0
2024-08-16,oxxo,snack,14100.0
2024-08-15,oxxo,snack,13700.0
2024-08-10,oxxo,snack,11000.0
2023-11-15,oxxo,snack,2800.0
2025-03-12,,snack,3500.0
2024-09-09,oxxo,snack,6600.0
2024-08-28,oxxo,snack,6600.0
2024-10-28,oxxo,snack,6800.0
2024-02-15,oxxo,snack,4950.0
2024-10-30,oxxo,snack,10550.0
2024-10-30,oxxo,snack,8900.0
2024-10-31,oxxo,snack,13200.0
2024-11-03,oxxo,snack,5600.0
2024-07-02,oxxo,snack,7500.0
2024-10-10,oxxo,snack,10800.0
2024-02-09,oxxo,snack,9800.0
2024-11-06,oxxo,snack,5600.0
2024-10-03,oxxo,snack,6600.0
2024-10-28,oxxo,snack,6800.0
2024-06-18,oxxo,snack,7000.0
2024-08-08,oxxo,snack,7950.0
2024-10-23,oxxo,snack,18450.0
2024-07-04,oxxo,snack,7700.0
2024-10-15,oxxo,snack,6600.0
2024-10-12,oxxo,snack,7950.0
2024-10-11,oxxo,snack,6500.0
2024-10-03,oxxo,snack,10300.0
2024-10-23,oxxo,snack,18450.0
2024-07-05,oxxo,snack,7450.0
2024-11-27,oxxo,snack,6950.0
2024-11-23,oxxo,snack,20350.0
2024-09-02,oxxo,snack,17700.0
2024-07-08,oxxo,snack,6700.0
2024-01-14,oxxo,snack,6000.0
2025-03-07,,snack,18900.0
2024-02-03,oxxo,snack,5600.0
2024-10-01,oxxo,snack,7900.0
2024-09-10,oxxo,snack,16000.0
2024-11-28,oxxo,snack,6700.0
2023-12-07,oxxo,snack,29200.0
2024-11-07,oxxo,snack,19100.0
2023-12-29,oxxo,snack,5400.0
2024-10-02,oxxo,snack,6600.0
2024-07-22,oxxo,snack,7300.0
2023-12-22,oxxo,snack,3800.0
2023-12-09,oxxo,snack,18950.0
2023-11-12,oxxo,snack,26500.0
2025-03-01,sbarro,snack,30400.0
2024-07-15,oxxo,snack,6050.0
2024-09-20,oxxo,snack,12894.0
2025-02-28,tienda dietetica,snack,10100.0
2024-12-04,tienda libertario cafe,snack,40399.0
2024-12-05,,snack,1500.0
2025-01-07,,snack,2500.0
2024-07-31,oxxo,snack,9500.0
2024-07-30,oxxo,snack,8300.0
2024-07-29,oxxo,snack,13400.0
2023-12-03,oxxo,snack,24000.0
2024-11-28,,snack,2500.0
2025-03-02,passaro,snack,30900.0
2025-03-11,,snack,1200.0
2024-11-14,oxxo,snack,10050.0
2024-11-13,oxxo,snack,33900.0
2024-10-05,oxxo,snack,7400.0
2024-11-15,oxxo,snack,7700.0
2024-11-15,oxxo,snack,12900.0
2024-11-07,oxxo,snack,6600.0
2024-08-29,oxxo,snack,6600.0
2024-11-19,oxxo,snack,6600.0
2023-11-14,oxxo,snack,26000.0
2024-11-13,oxxo,snack,9550.0
2024-10-29,oxxo,snack,5500.0
2025-03-13,,snack,2600.0
2025-03-05,oxxo,snack,6900.0
2024-10-11,dunkin donuts,snack,21500.0
2024-10-11,dunkin donuts,snack,18500.0
2024-12-12,dunkin donuts,snack,9500.0
2024-11-27,dunkin donuts,snack,9500.0
2024-12-13,dunkin donuts,snack,8500.0
2024-10-23,dunkin donuts,snack,8500.0
2024-10-01,dunkin donuts,snack,8500.0
2024-11-30,dunkin donuts,snack,8500.0
2024-12-10,dunkin donuts,snack,9500.0
2024-10-15,donut factory,snack,37800.0
2025-11-03,el chocolo,snack,10800.0
2024-11-23,nectaria,snack,27800.0
2025-03-12,,snack,7000.0
2025-03-06,farmatodo,snack,19250.0
2025-03-08,farmatodo,snack,23550.0
2025-03-04,farmatodo,snack,32100.0
2024-11-22,foodology,snack,13900.0
2024-10-08,foodology,snack,13000.0
2024-12-07,eds la texana,snack,32700.0
2024-11-23,dunkin donuts,snack,9500.0
2024-10-25,dunkin donuts,snack,23500.0
2025-03-08,dunkin donuts,snack,19500.0
2024-12-01,oxxo,snack,17200.0
2024-12-08,cafe quindio,snack,10100.0
2024-12-12,cafe quindio,snack,20700.0
2024-12-03,cafe quindio,snack,10100.0
2024-10-22,cafe quindio,snack,10100.0
2024-11-28,cafe quindio,snack,10100.0
2024-11-14,cafe quindio,snack,10100.0
2024-11-28,cafe quindio,snack,10100.0
2024-11-26,cafe quindio,snack,18200.0
2024-11-19,cafe quindio,snack,10600.0
2024-11-22,cafe quindio,snack,31300.0
2025-03-09,foodology,snack,13900.0
2024-12-11,coliseo live,snack,23000.0
2024-12-11,coliseo live,snack,8000.0
2024-12-11,coliseo live,snack,8000.0
2024-12-01,colo colo café,snack,52663.0
2024-12-14,dunkin donuts,snack,9500.0
2024-12-13,dunkin donuts,snack,9500.0
2024-10-30,dunkin donuts,snack,8500.0
2024-12-12,foodology,snack,18900.0
2024-11-19,foodology,snack,18900.0
2025-01-13,dunkin donuts,snack,9500.0
2025-01-16,oxxo,snack,8400.0
2024-11-30,oxxo,snack,6600.0
2025-01-20,oxxo,snack,7100.0
2025-01-23,oxxo,snack,7500.0
2025-01-31,oxxo,snack,7200.0
2025-01-08,oxxo,snack,14600.0
2024-12-04,oxxo,snack,6600.0
2024-12-05,oxxo,snack,4450.0
2025-02-15,oxxo,snack,7400.0
2025-02-01,oxxo,snack,2300.0
2025-02-21,oxxo,snack,7400.0
2025-03-06,oxxo,snack,6900.0
2025-03-14,oxxo,snack,6900.0
2025-03-07,oxxo,snack,18400.0
2025-03-09,oxxo,snack,11300.0
2024-12-18,oxxo,snack,14500.0
2025-03-05,oxxo,snack,8100.0
2025-01-15,oxxo,snack,14500.0
2024-11-26,obleas la villa,snack,7900.0
2024-11-27,obleas la villa,snack,8900.0
2024-12-06,oxxo,snack,11850.0
2024-12-01,juan valdez,snack,12700.0
2024-12-03,la75,snack,9000.0
2024-11-27,la75,snack,9000.0
2024-12-18,oxxo,snack,10500.0
2025-03-15,oxxo,snack,7400.0
2025-03-03,oxxo,snack,6400.0
2024-12-06,oxxo,snack,4450.0
2025-03-04,oxxo,snack,15250.0
2024-12-03,oxxo,snack,6600.0
2025-03-01,oxxo,snack,6150.0
2025-03-05,oxxo,snack,10900.0
2024-11-23,baskin robbins,snack,8500.0
2024-12-02,american cheese cake,snack,20800.0
2024-12-02,mr bono,snack,11200.0
2025-03-08,nectaria,snack,27800.0
2024-12-16,oxxo,snack,4450.0
2025-03-11,oxxo,snack,7400.0
2025-01-29,icloud,cloud services,12900.0
2025-02-28,icloud,cloud services,12900.0
2024-11-23,dollarcity,party,137000.0
2024-11-23,casa ideas,party,14900.0
2025-02-27,clase dibujo,training,184000.0
2024-12-04,data camp,training,334679.0
2025-01-12,cabify,transportation,5553.0
2024-12-18,cabify,transportation,7992.0
2024-12-18,cabify,transportation,19614.0
2024-12-18,cabify,transportation,18094.0
2024-12-17,cabify,transportation,23294.0
2024-02-24,cabify,transportation,18973.0
2024-10-29,transmilenio,transportation,9200.0
2024-11-28,transmilenio,transportation,10200.0
2024-11-25,transmilenio,transportation,9200.0
2025-03-03,transmilenio,transportation,50000.0
2024-06-16,cabify,transportation,29398.0
2024-11-30,cabify,transportation,17568.0
2025-02-08,cabify,transportation,20125.0
2024-12-17,cabify,transportation,17808.0
2024-12-17,cabify,transportation,14813.0
2024-12-09,cabify,transportation,44973.0
2024-12-09,cabify,transportation,33416.0
2024-11-10,cabify,transportation,23560.0
2024-10-23,transmilenio,transportation,20000.0
2025-02-28,cabify,transportation,21262.0
2025-03-04,cabify,transportation,14899.0
2025-02-28,cabify,transportation,29721.0
2024-12-06,cabify,transportation,18516.0
2024-11-10,cabify,transportation,16426.0
2024-11-10,cabify,transportation,21066.0
2024-12-09,cabify,transportation,62240.0
2025-03-09,cabify,transportation,21234.0
2025-03-09,cabify,transportation,20881.0
2025-03-08,cabify,transportation,14945.0
2025-03-08,cabify,transportation,22791.0
2024-10-22,cabify,transportation,10715.0
2025-03-08,cabify,transportation,16888.0
2025-03-05,cabify,transportation,17207.0
2024-12-08,cabify,transportation,41420.0
2025-03-04,cabify,transportation,18102.0
2025-03-03,cabify,transportation,21939.0
2025-03-03,cabify,transportation,15034.0
2025-03-02,cabify,transportation,19158.0
2025-03-01,cabify,transportation,16290.0
2025-03-01,cabify,transportation,28662.0
2025-03-01,cabify,transportation,22490.0
2025-02-28,cabify,transportation,18088.0
2025-03-05,uber,transportation,29800.0
2024-06-01,cabify,transportation,64686.0
2024-12-30,uber,transportation,3000.0
2024-06-22,cabify,transportation,46892.0
2024-05-25,cabify,transportation,12877.0
2024-09-15,cabify,transportation,16030.0
2024-06-20,cabify,transportation,96501.0
2024-06-15,cabify,transportation,4504.0
2024-06-02,cabify,transportation,34578.0
2024-11-10,cabify,transportation,12062.0
2024-09-15,cabify,transportation,19072.0
2024-06-14,cabify,transportation,74931.0
2024-06-06,cabify,transportation,43796.0
2024-05-31,cabify,transportation,45977.0
2024-09-27,cabify,transportation,16060.0
2024-09-15,cabify,transportation,15330.0
2024-09-17,cabify,transportation,19414.0
2024-06-05,cabify,transportation,28516.0
2024-09-27,cabify,transportation,15401.0
2024-05-30,cabify,transportation,27085.0
2024-09-14,cabify,transportation,16401.0
2024-06-19,cabify,transportation,54767.0
2024-07-05,cabify,transportation,11366.0
2024-02-20,cabify,transportation,10209.0
2024-02-15,cabify,transportation,26087.0
2024-10-15,cabify,transportation,14801.0
2024-11-30,uber,transportation,24471.0
2024-12-17,uber,transportation,24999.0
2024-08-31,uber,transportation,21920.0
2024-10-17,cabify,transportation,16325.0
2024-10-17,cabify,transportation,14149.0
2024-12-14,uber,transportation,7200.0
2024-12-08,uber,transportation,26327.0
2024-12-09,uber,transportation,40755.0
2024-12-08,uber,transportation,333660.0
2024-12-24,uber,transportation,45781.0
2024-12-06,uber,transportation,52040.0
2024-10-15,cabify,transportation,17645.0
2024-10-15,cabify,transportation,19648.0
2024-02-26,cabify,transportation,38185.0
2024-10-16,cabify,transportation,21260.0
2024-06-25,cabify,transportation,28721.0
2024-02-25,cabify,transportation,77265.0
2024-09-15,cabify,transportation,15528.0
2024-10-16,cabify,transportation,38285.0
2024-06-03,cabify,transportation,52697.0
2024-12-07,uber,transportation,45413.0
2024-11-11,cabify,transportation,14804.0
2024-07-20,cabify,transportation,16633.0
2024-11-13,cabify,transportation,19199.0
2024-07-04,cabify,transportation,36043.0
2024-07-25,cabify,transportation,37650.0
2024-09-09,cabify,transportation,13292.0
2024-09-01,cabify,transportation,30304.0
2024-07-13,cabify,transportation,56604.0
2024-10-12,cabify,transportation,17902.0
2024-10-06,cabify,transportation,32164.0
2024-10-05,cabify,transportation,30843.0
2024-08-18,cabify,transportation,35822.0
2024-09-14,cabify,transportation,76128.0
2024-08-30,cabify,transportation,23762.0
2024-07-09,cabify,transportation,8229.0
2024-11-11,cabify,transportation,18865.0
2024-07-07,cabify,transportation,31318.0
2024-07-06,cabify,transportation,15108.0
2024-07-05,cabify,transportation,31054.0
2024-07-03,cabify,transportation,23841.0
2024-08-31,cabify,transportation,16619.0
2024-07-12,cabify,transportation,81701.0
2024-08-14,cabify,transportation,22139.0
2024-08-13,cabify,transportation,68010.0
2024-08-10,cabify,transportation,74271.0
2025-03-07,minca,transportation,255000.0
2024-11-28,minca,transportation,135000.0
2024-11-26,minca,transportation,35000.0
2024-12-06,parking,transportation,30000.0
2024-12-11,parking,transportation,8000.0
2024-12-05,parking,transportation,1300.0
2024-07-06,central parking,transportation,700.0
2024-12-11,car renting,transportation,352000.0
2024-07-30,cabify,transportation,29929.0
2024-08-07,cabify,transportation,14877.0
2024-07-26,cabify,transportation,43313.0
2024-07-27,cabify,transportation,49636.0
2024-07-29,cabify,transportation,49334.0
2024-07-31,cabify,transportation,30363.0
2024-08-17,cabify,transportation,51412.0
2024-08-15,cabify,transportation,33950.0
2024-08-08,cabify,transportation,44269.0
2024-08-16,cabify,transportation,40496.0
2024-08-01,cabify,transportation,35736.0
2024-07-14,cabify,transportation,29701.0
2024-08-20,cabify,transportation,28341.0
2024-07-08,cabify,transportation,33655.0
2024-07-24,cabify,transportation,29117.0
2024-12-05,cabify,transportation,17344.0
2024-12-02,cabify,transportation,18480.0
2024-12-02,cabify,transportation,25858.0
2024-08-23,cabify,transportation,30452.0
2024-12-01,cabify,transportation,16461.0
2024-12-01,cabify,transportation,21731.0
2024-12-01,cabify,transportation,15078.0
2024-11-29,cabify,transportation,100.0
2024-11-29,cabify,transportation,31549.0
2024-12-05,cabify,transportation,21513.0
2024-11-29,cabify,transportation,21536.0
2024-11-26,cabify,transportation,24960.0
2024-11-26,cabify,transportation,16208.0
2024-11-23,cabify,transportation,16428.0
2024-11-23,cabify,transportation,14717.0
2024-11-17,cabify,transportation,13748.0
2024-11-17,cabify,transportation,15745.0
2024-11-16,cabify,transportation,7968.0
2024-11-15,cabify,transportation,15302.0
2024-11-15,cabify,transportation,15302.0
2024-11-26,cabify,transportation,18942.0
2024-12-06,cabify,transportation,15144.0
2024-02-14,cabify,transportation,7909.0
2024-12-02,cabify,transportation,19448.0
2024-07-23,cabify,transportation,17228.0
2024-07-21,cabify,transportation,39050.0
2024-07-19,cabify,transportation,40500.0
2024-08-21,cabify,transportation,28917.0
2024-12-07,cabify,transportation,16559.0
2024-07-15,cabify,transportation,14945.0
2024-07-18,cabify,transportation,61300.0
2024-07-17,cabify,transportation,30685.0
2024-08-05,cabify,transportation,12762.0
2024-08-24,cabify,transportation,14931.0
2024-07-16,cabify,transportation,32626.0
2024-08-28,cabify,transportation,46724.0
2024-09-15,cabify,transportation,9925.0
2024-08-02,cabify,transportation,25441.0
2024-08-27,cabify,transportation,13865.0
2025-02-27,tigo,utilities,76410.0
2025-01-19,acueducto,utilities,416839.0
2024-11-11,admon tds,utilities,1000000.0
2024-11-13,aseo,utilities,250000.0
2025-02-28,vanti,utilities,95310.0
2024-12-01,enel,utilities,163500.0
2024-12-01,vanti,utilities,70280.0
2025-01-28,etb,utilities,120060.0
2025-02-28,etb,utilities,120060.0
2025-02-28,enel,utilities,173350.0
2024-08-30,enel,utilities,157810.0
2024-05-30,vanti,utilities,59470.0
2024-08-30,vanti,utilities,67220.0
2025-02-27,tigo,utilities,99311.0
2024-10-23,etb,utilities,114820.0
2024-12-02,acueducto,utilities,727895.0
2024-10-08,enel,utilities,132850.0
2024-10-07,vanti,utilities,68630.0
2024-10-07,tigo,utilities,80753.0
2024-10-16,certificado l&t,,20900.0
2024-10-09,inkanta,,69000.0
2024-10-07,panamericana,,5400.0
2024-11-07,phone accesories,,200000.0
2024-11-13,,,10500.0
2024-11-22,,,42697.0
2024-11-23,,,35000.0
2024-11-23,,,55000.0
2024-11-24,,,416000.0
2024-11-24,,,6000.0
2024-11-26,,,52956.0
2024-11-26,,,53000.0
2024-11-27,,,62240.0
2024-11-29,,,245823.0
2024-12-08,,,89162.0
2024-12-12,,,60599.0
2024-12-13,,,282000.0
2024-12-20,,,2400.0
2024-12-21,,,12800.0
2025-01-03,,,200000.0
2025-01-21,,,303055.0
